City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
466,Bowling Green,US,36.9903,-86.4436,68.11,82,100,16.24,overcast clouds
467,Pervomayskiy,RU,53.2485,40.2871,-0.26,99,88,3.83,overcast clouds
468,Yar-Sale,RU,66.8333,70.8333,-12.17,100,59,7.31,broken clouds
469,Bambanglipuro,ID,-7.95,110.2833,63.61,84,56,1.57,moderate rain
470,Yerofey Pavlovich,RU,53.9667,121.9667,-17.52,95,100,3.42,overcast clouds
471,Motygino,RU,58.1831,94.7592,-0.44,98,100,3.11,light snow
472,Yuzhno-Kurilsk,RU,44.0306,145.8556,24.89,62,63,14.79,broken clouds
473,Mogadishu,SO,2.0371,45.3438,78.58,76,100,22.64,overcast clouds
474,Kavieng,PG,-2.5744,150.7967,82.08,75,57,5.3,broken clouds
475,Dondo,MZ,-19.6094,34.7431,85.51,69,40,9.69,scattered clouds
476,Marbella,ES,36.5154,-4.8858,69.26,27,32,2.77,scattered clouds
477,Corvallis,US,44.5646,-123.262,34.63,90,100,2.84,snow
478,Pontian Kecil,MY,1.4801,103.3899,80.73,90,88,7.43,overcast clouds
479,Sinazongwe,ZM,-17.2614,27.4618,89.1,53,27,3.78,scattered clouds
480,Abu Dhabi,AE,24.4667,54.3667,73.51,59,0,6.91,clear sky
481,Loubomo,CG,-4.1997,12.6739,77.29,86,100,2.73,overcast clouds
482,Mingguang,CN,32.7802,117.9638,36.66,32,22,7.45,few clouds
483,Buraydah,SA,26.326,43.975,55.85,57,100,10.36,overcast clouds
484,Belaya Gora,RU,68.5333,146.4167,-43.19,100,100,2.48,overcast clouds
485,Rio Grande,BR,-32.035,-52.0986,82.51,50,0,10.47,clear sky
486,Kasongo-Lunda,CD,-6.4667,16.8167,77.83,77,98,1.68,overcast clouds
487,Lewistown,US,40.5992,-77.5714,47.84,81,1,4.61,clear sky
488,Odienne,CI,9.51,-7.5692,90.82,13,100,4.85,overcast clouds
489,Douglas,US,41.3,-96.167,39.02,66,90,0.0,overcast clouds
490,Luderitz,NA,-26.6481,15.1594,69.94,63,28,17.94,scattered clouds
491,Chernyshevskiy,RU,63.0128,112.4714,-15.95,99,100,3.13,overcast clouds
492,Puertollano,ES,38.6871,-4.1073,57.07,74,9,9.53,clear sky
493,Doembang Nangbuat,TH,14.8333,100.1,76.57,57,22,7.65,few clouds
494,Berdigestyakh,RU,62.0989,126.6992,-48.73,100,64,0.96,broken clouds
495,Korla,CN,41.7597,86.1469,18.55,71,56,1.54,broken clouds
496,Marsa Matruh,EG,31.3525,27.2453,66.4,32,40,6.91,scattered clouds
497,Kumphawapi,TH,17.1087,103.0149,69.01,66,20,5.26,few clouds
498,Pochutla,MX,15.7432,-96.4661,82.81,45,0,4.43,clear sky
499,Chaykovskiy,RU,56.7686,54.1148,1.81,97,82,6.29,broken clouds
500,Tilichiki,RU,60.4667,166.1,-3.33,95,100,12.21,overcast clouds
501,Griffith,US,41.5284,-87.4237,37.89,80,90,1.99,overcast clouds
502,Coxim,BR,-18.5067,-54.76,91.62,49,6,4.07,clear sky
503,Tual,ID,-5.6667,132.75,83.26,75,100,25.32,moderate rain
504,Maragogipe,BR,-12.7778,-38.9194,86.05,76,83,7.85,broken clouds
505,Ponta Delgada,PT,37.7333,-25.6667,70.5,88,40,27.63,scattered clouds
506,Belmonte,BR,-15.8631,-38.8828,79.3,80,99,4.16,moderate rain
507,Teguldet,RU,57.3064,88.1667,17.65,90,100,7.92,overcast clouds
508,Uyemskiy,RU,64.4743,40.8524,8.65,84,90,6.71,light shower snow
509,Sawakin,SD,19.1059,37.3321,74.23,77,100,16.26,light rain
510,Buta,CD,2.7858,24.73,76.08,83,94,1.21,light rain
511,Bahar,IR,34.9072,48.4414,37.31,39,53,2.55,broken clouds
512,Roma,US,43.2128,-75.4557,41.13,80,68,1.99,broken clouds
513,Hasaki,JP,35.7333,140.8333,30.6,39,5,1.7,clear sky
514,Abashiri,JP,44.0213,144.2697,18.95,86,27,8.88,scattered clouds
515,Tucuman,AR,-26.8241,-65.2226,75.29,73,99,5.73,overcast clouds
516,Wanxian,CN,30.8039,108.3897,47.39,67,99,1.83,overcast clouds
517,Lamar,US,33.6668,-95.5836,71.37,78,100,14.16,overcast clouds
518,Pangnirtung,CA,66.1451,-65.7125,0.3,64,100,4.63,overcast clouds
519,Aasiaat,GL,68.7098,-52.8699,-1.12,99,88,4.27,overcast clouds
520,Tres Arroyos,AR,-38.3739,-60.2798,89.96,18,0,16.69,clear sky
521,Paita,PE,-5.0892,-81.1144,72.79,72,100,8.79,overcast clouds
522,Atlantic City,US,39.3643,-74.4229,44.98,71,73,9.75,broken clouds
523,Sembakung,ID,3.8167,117.25,78.73,96,100,1.03,overcast clouds
524,Sobolevo,RU,54.4299,31.8996,5.99,98,78,4.09,broken clouds
525,Mount Isa,AU,-20.7333,139.5,76.77,69,100,5.75,overcast clouds
526,Parati,BR,-23.2178,-44.7131,86.56,59,8,4.81,clear sky
527,Selikhino,RU,50.3672,137.4996,-17.34,100,100,1.23,overcast clouds
528,Matara,LK,5.9485,80.5353,75.56,82,18,4.63,few clouds
529,Jumla,NP,29.2747,82.1838,33.76,93,100,0.49,light rain
530,Matam,SN,15.6175,-13.3303,94.96,6,6,11.52,clear sky
531,Sarakhs,IR,36.5449,61.1577,47.68,27,89,8.39,overcast clouds
532,Bubaque,GW,11.2833,-15.8333,80.74,67,30,12.33,scattered clouds
533,Ouegoa,NC,-20.35,164.4333,80.46,81,86,3.31,overcast clouds
534,Yatou,CN,37.15,122.3833,31.26,54,95,8.12,overcast clouds
535,Warrington,GB,53.3925,-2.5802,48.61,92,75,3.0,broken clouds
536,Anloga,GH,5.7947,0.8973,84.47,69,71,14.05,broken clouds
537,Dongsheng,CN,39.8161,109.9776,11.12,38,11,16.71,few clouds
538,Cervo,ES,43.6702,-7.4101,64.2,71,86,16.55,overcast clouds
539,Bullhead City,US,35.1478,-114.5683,50.61,70,84,2.75,broken clouds
540,Martinsicuro,IT,42.8811,13.9145,53.87,83,56,2.21,broken clouds
541,Kouroussa,GN,10.65,-9.8833,94.26,11,21,5.23,few clouds
542,Vizinga,RU,61.0749,50.1031,6.19,92,100,8.86,overcast clouds
543,Yablonovo,RU,50.8523,37.3574,17.46,87,100,13.51,overcast clouds
544,Diamantino,BR,-14.4086,-56.4461,84.52,70,78,7.83,broken clouds
545,Cap Malheureux,MU,-19.9842,57.6142,79.47,79,100,5.99,light rain
546,Aktau,KZ,43.65,51.2,30.78,59,65,10.25,broken clouds
547,Onega,RU,63.9061,38.1404,3.16,99,98,4.85,overcast clouds
548,Provideniya,RU,64.3833,-173.3,3.4,95,100,24.81,snow
549,Bam,IR,29.106,58.357,52.02,26,40,5.3,scattered clouds
550,Mbuguni,TZ,-3.5667,36.95,74.62,66,79,7.0,light rain
551,Lavrentiya,RU,65.5833,-171.0,0.39,90,100,16.82,overcast clouds
552,Xanxere,BR,-26.8769,-52.4042,90.86,19,2,6.49,clear sky
553,Obzor,BG,42.8167,27.8833,44.82,88,100,8.97,overcast clouds
554,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,16.39,78,100,10.09,overcast clouds
555,High Level,CA,58.5169,-117.136,-9.89,92,100,8.23,overcast clouds
556,Varberg,SE,57.1056,12.2508,34.23,94,100,16.2,light snow
557,Baruun-Urt,MN,46.6806,113.2792,-2.13,88,12,4.45,few clouds
558,Buarcos,PT,40.166,-8.8768,69.24,97,33,10.2,scattered clouds
559,Saint-Ambroise,CA,48.5501,-71.3324,3.69,80,100,1.81,overcast clouds
560,Oranjemund,NA,-28.55,16.4333,68.83,67,41,15.08,scattered clouds
561,Soyo,AO,-6.1349,12.3689,77.9,83,100,7.54,overcast clouds
562,Emerald,AU,-23.5333,148.1667,71.35,75,100,13.38,overcast clouds
563,Paris,FR,48.8534,2.3488,53.78,76,75,8.99,broken clouds
564,Muscat,OM,23.6139,58.5922,73.69,59,13,3.18,few clouds
565,Muyinga,BI,-2.8333,30.3333,62.78,91,100,3.2,moderate rain
566,Hoopstad,ZA,-27.8327,25.9083,78.84,30,57,9.26,broken clouds
567,Salamiyah,SY,35.0113,37.0532,47.98,58,100,6.6,overcast clouds
568,Abu Samrah,SY,35.3029,37.1841,46.96,63,100,7.78,overcast clouds
569,Hobyo,SO,5.3505,48.5268,78.55,66,76,14.85,broken clouds
570,Abu Kamal,SY,34.4506,40.9171,53.1,40,100,5.88,overcast clouds
571,Beberibe,BR,-4.1797,-38.1306,87.84,58,38,14.38,scattered clouds
572,Ruteng,ID,-8.6136,120.4721,62.58,90,73,1.66,broken clouds
573,Kharan,PK,28.5833,65.4167,53.8,22,0,7.07,clear sky
574,Timizart,DZ,36.8,4.2667,59.45,80,4,5.99,clear sky
575,Alto Araguaia,BR,-17.3147,-53.2153,84.02,59,14,7.63,few clouds
576,Tiznit,MA,29.5833,-9.5,73.4,32,1,5.46,clear sky
577,Kamenka,RU,51.3223,42.7678,0.75,97,96,5.61,overcast clouds
578,Seoul,KR,37.5683,126.9778,26.04,86,68,2.93,broken clouds
579,Portland,US,45.5234,-122.6762,33.48,94,90,6.91,snow
580,Saint-Francois,FR,46.4154,3.9054,52.68,78,90,10.36,overcast clouds
581,Broome,US,42.2506,-75.833,43.09,74,35,4.0,scattered clouds
582,Netphen,DE,50.9167,8.1,47.28,86,100,3.0,overcast clouds
583,San Jose,US,37.3394,-121.895,44.53,89,90,3.44,overcast clouds
584,Bada,RU,51.392,109.8717,-2.92,98,97,5.03,overcast clouds
585,Sengiley,RU,53.9622,48.7944,0.36,97,10,5.19,clear sky
586,Vestmanna,FO,62.1564,-7.1664,40.12,93,90,11.5,overcast clouds
587,Nokaneng,BW,-19.6667,22.2667,96.98,14,11,4.09,few clouds
588,Pevek,RU,69.7008,170.3133,-33.99,99,95,3.6,overcast clouds
589,Makinsk,KZ,52.6292,70.4169,19.04,95,98,11.12,overcast clouds
590,Bima,ID,-8.4667,118.7167,77.0,92,95,1.92,overcast clouds
591,Trairi,BR,-3.2778,-39.2689,89.28,55,47,15.37,scattered clouds
592,Najran,SA,17.4924,44.1277,66.67,35,2,4.38,clear sky
593,Gigmoto,PH,13.7796,124.39,77.27,80,96,15.77,overcast clouds
594,Wewak,PG,-3.5534,143.6268,79.02,86,95,3.65,overcast clouds
595,Wau,SS,7.7029,27.9953,90.46,25,39,4.83,scattered clouds
596,Luwuk,ID,-0.9516,122.7875,78.58,79,100,5.86,overcast clouds
597,Zalesovo,RU,53.9939,84.7431,20.35,87,100,9.1,overcast clouds
598,Batticaloa,LK,7.7102,81.6924,78.42,76,11,10.29,few clouds
599,Watertown,US,42.3709,-71.1828,41.92,93,75,3.0,mist
600,Flinders,AU,-34.5833,150.8552,61.81,82,36,1.99,light rain
601,Dhidhdhoo,MV,6.8833,73.1,81.14,66,73,10.71,broken clouds
602,Quatre Cocos,MU,-20.2078,57.7625,79.09,79,100,13.85,light rain
603,Starodub,RU,52.5844,32.7633,14.9,91,100,9.33,overcast clouds
604,Totness,SR,5.8833,-56.3167,83.68,69,63,9.71,broken clouds
605,Morwell,AU,-38.2333,146.4,52.39,88,16,2.59,few clouds
606,Kieta,PG,-6.2167,155.6333,79.39,84,100,1.61,light rain
607,Amahai,ID,-3.3333,128.9167,76.86,85,100,8.39,overcast clouds
608,Raudeberg,NO,61.9875,5.1352,36.86,77,61,4.0,broken clouds
609,Nelson Bay,AU,-32.7167,152.15,64.0,93,73,8.46,broken clouds
610,Port Lincoln,AU,-34.7333,135.8667,59.5,83,0,14.72,clear sky
611,Twentynine Palms,US,34.1356,-116.0542,45.34,70,20,1.99,few clouds
612,Kondinskoye,RU,59.6481,67.41,-7.76,100,40,6.46,scattered clouds
613,Log,RU,49.4844,43.8613,14.68,89,100,10.69,overcast clouds
614,Vilhena,BR,-12.7406,-60.1458,79.09,82,100,2.53,overcast clouds
615,Prince Rupert,CA,54.3161,-130.3201,20.62,84,100,4.12,overcast clouds
616,Veinticinco De Mayo,AR,-35.4323,-60.1727,100.06,13,0,4.74,clear sky
617,Fort Atkinson,US,42.9289,-88.8371,30.25,74,100,5.01,light snow
618,Kasempa,ZM,-13.4584,25.8338,66.76,87,81,3.4,light rain
619,Defiance,US,41.3334,-84.45,39.42,75,90,3.44,overcast clouds
620,Schwanewede,DE,53.2333,8.6,46.18,98,98,1.01,overcast clouds
621,Odweyne,SO,9.4092,45.064,72.19,56,99,12.82,overcast clouds
622,Pestravka,RU,52.405,49.9583,-8.93,100,38,1.99,scattered clouds
623,Luohe,CN,33.5717,114.0353,36.59,39,72,10.11,broken clouds
624,Am Timan,TD,11.0297,20.2827,88.77,17,99,3.36,overcast clouds
625,Mazyr,BY,52.0495,29.2456,17.8,81,99,9.17,overcast clouds
626,Felanitx,ES,39.4696,3.1483,64.92,67,23,11.16,few clouds
627,Atambua,ID,-9.1061,124.8925,75.76,88,100,2.51,overcast clouds
628,Kuytun,RU,54.3419,101.5036,1.62,97,100,0.13,overcast clouds
629,Teya,RU,60.3778,92.6267,5.47,97,100,3.49,light snow
630,Grindavik,IS,63.8424,-22.4338,27.07,74,75,24.16,broken clouds
631,Kenai,US,60.5544,-151.2583,29.93,98,99,2.28,overcast clouds
632,Kutahya,TR,39.4242,29.9833,42.69,81,36,4.05,scattered clouds
633,Shieli,KZ,44.1667,66.75,23.16,81,98,4.21,overcast clouds
634,Chunhuhub,MX,19.55,-88.6833,81.99,63,16,8.23,few clouds
635,Mundo Nuevo,MX,18.7,-95.5,75.72,74,0,14.99,clear sky
636,Booue,GA,-0.0921,11.9385,83.43,76,88,0.85,light rain
637,Lekoni,GA,-1.5843,14.2591,81.54,63,100,4.18,overcast clouds
638,Akyab,MM,20.15,92.9,70.18,64,2,6.55,clear sky
639,Banda Aceh,ID,5.5577,95.3222,78.48,83,73,8.93,broken clouds
640,Krasnyy Yar,RU,46.5331,48.3456,28.33,91,100,12.15,overcast clouds
641,Beloha,MG,-25.1667,45.05,82.35,57,87,4.94,overcast clouds
642,Saint-Pierre,RE,-21.3393,55.4781,78.48,79,0,23.02,clear sky
643,Lorengau,PG,-2.0226,147.2712,81.59,77,43,4.94,scattered clouds
644,Boca Do Acre,BR,-8.7522,-67.3978,83.03,75,100,1.95,overcast clouds
645,Bershet,RU,57.7309,56.3783,4.24,92,96,10.58,overcast clouds
646,Bay Roberts,CA,47.5999,-53.2648,36.34,82,96,8.01,overcast clouds
647,Vila Velha,BR,-20.3297,-40.2925,85.95,69,40,13.0,scattered clouds
648,Ostrovskoye,RU,57.8057,42.2433,-0.83,99,40,4.99,scattered clouds
649,Rivadavia,AR,-33.1905,-68.4608,90.45,27,0,17.72,clear sky
650,Sahuaripa,MX,29.05,-109.2333,62.62,45,82,4.18,broken clouds
651,Mandalgovi,MN,45.7625,106.2708,9.07,42,5,6.93,clear sky
652,Betare Oya,CM,5.6,14.0833,90.07,20,97,4.45,overcast clouds
653,Cancun,MX,21.1743,-86.8466,80.53,69,1,11.5,clear sky
654,Labytnangi,RU,66.6572,66.4183,-10.21,99,100,2.93,overcast clouds
655,Florence,IT,43.7667,11.25,55.65,95,90,8.05,overcast clouds
656,Rapar,IN,23.5667,70.6333,68.54,57,0,4.97,clear sky
657,Noumea,NC,-22.2763,166.4572,81.0,99,95,2.15,overcast clouds
658,Comodoro Rivadavia,AR,-45.8667,-67.5,66.49,50,2,7.27,clear sky
659,Brokopondo,SR,4.75,-55.1667,82.81,69,59,1.7,broken clouds
660,Umm Lajj,SA,25.0213,37.2685,71.98,53,100,5.86,overcast clouds
661,Westport,US,41.1415,-73.3579,46.85,74,1,1.01,clear sky
662,Havelock,US,34.8791,-76.9013,72.99,79,4,5.99,clear sky
663,Okoneshnikovo,RU,54.8377,75.0834,16.18,97,94,7.27,overcast clouds
664,Waipawa,NZ,-41.4122,175.5153,57.45,92,100,9.66,overcast clouds
665,Bend,US,44.0582,-121.3153,22.46,84,20,1.01,few clouds
666,Callaway,US,30.153,-85.5699,74.91,88,75,5.01,broken clouds
667,Gizo,SB,-8.103,156.8419,83.77,75,100,6.49,overcast clouds
668,Opuwo,NA,-18.0607,13.84,90.82,8,38,22.12,scattered clouds
669,Ca Mau,VN,9.1769,105.15,75.97,84,69,7.02,broken clouds
670,Montorio Al Vomano,IT,42.5831,13.6383,55.44,89,60,3.11,broken clouds
671,Juneau,US,58.3019,-134.4197,26.22,100,92,5.35,overcast clouds
672,Muyezerskiy,RU,63.9333,31.65,15.76,94,100,7.4,overcast clouds
673,Tevriz,RU,57.509,72.4042,-2.54,99,91,4.07,overcast clouds
674,Phan Thiet,VN,10.9333,108.1,76.21,80,50,9.33,scattered clouds
675,Mareeba,AU,-17.0,145.4333,71.44,97,100,3.15,light rain
676,Tawang,IN,27.5833,91.8667,29.25,78,92,4.72,overcast clouds
677,Kismayo,SO,-0.3582,42.5454,80.53,78,100,12.19,overcast clouds
678,Castelnaudary,FR,43.3183,1.9545,59.95,92,100,3.0,overcast clouds
679,Skjervoy,NO,70.0311,20.9714,24.98,74,68,17.78,broken clouds
680,Road Town,VG,18.4167,-64.6167,82.49,69,40,13.8,scattered clouds
681,Holsted,DK,55.5109,8.9187,33.91,99,100,11.86,overcast clouds
682,Shache,CN,38.4167,77.2406,25.41,59,52,3.98,broken clouds
683,Marion,US,39.7684,-86.1555,43.29,83,90,11.5,overcast clouds
684,Mizan Teferi,ET,6.9833,35.5833,66.16,80,54,1.3,broken clouds
685,Dalbandin,PK,28.8947,64.4101,51.26,25,0,4.94,clear sky
686,Potosi,BO,-19.5836,-65.7531,47.86,67,99,6.08,overcast clouds
687,Manati,PR,18.4275,-66.4921,86.97,82,1,12.82,clear sky
688,Kinablangan,PH,7.6947,126.5503,75.67,88,100,6.62,overcast clouds
689,Barabai,ID,-2.5833,115.3833,74.57,95,100,0.81,moderate rain
690,Brenham,US,30.1669,-96.3977,75.42,78,90,11.5,overcast clouds
691,Teontepec,MX,18.5,-97.5167,66.69,55,0,6.71,clear sky
692,Waingapu,ID,-9.6567,120.2641,79.43,84,94,7.05,overcast clouds
693,Superior,US,46.7208,-92.1041,14.7,86,90,5.75,light snow
694,Malanje,AO,-9.5402,16.341,68.81,82,99,1.34,overcast clouds
695,Chippenham,GB,51.46,-2.1247,51.53,90,87,1.01,overcast clouds
696,Hecun,CN,36.5333,114.1111,31.23,39,0,8.97,clear sky
697,Ustye,RU,59.6304,39.736,3.81,96,36,6.2,scattered clouds
698,Hay River,CA,60.8156,-115.7999,-19.12,98,100,9.31,overcast clouds
699,Klyuchi,RU,52.2667,79.1667,18.03,78,100,11.48,overcast clouds
700,Oum Hadjer,TD,13.2954,19.6966,87.21,15,48,7.4,scattered clouds
701,Thunder Bay,CA,48.4001,-89.3168,18.55,87,75,3.44,broken clouds
702,Cururupu,BR,-1.8283,-44.8683,85.68,64,70,7.58,broken clouds
703,The Valley,AI,18.217,-63.0578,82.54,65,40,12.66,scattered clouds
704,Chapais,CA,49.7834,-74.8492,12.83,84,100,3.4,overcast clouds
705,Hachinohe,JP,40.5,141.5,28.81,75,9,10.51,clear sky
706,Porto Belo,BR,-27.1578,-48.5531,93.79,63,71,8.95,broken clouds
707,Pilot Butte,CA,50.4668,-104.4178,-20.22,68,92,1.36,overcast clouds
708,Gusau,NG,12.1628,6.6614,84.97,13,1,12.19,clear sky
709,Ploemeur,FR,47.7333,-3.4333,51.62,93,90,6.91,overcast clouds
710,Tatawin,TN,32.9297,10.4518,64.62,49,20,10.89,few clouds
711,Miri,MY,4.4148,114.0089,76.87,90,100,5.86,moderate rain
712,Melfi,IT,40.9965,15.6514,54.5,78,52,0.65,broken clouds
